Source Account Number,Mellon Security ID,Security Description 1,Shares/Par,Base Market Value
NPSF10034002,94770V102,WEBMD HEALTH CORP,5501 ,312621.83 
NPSF10013002,947890109,WEBSTER FINANCIAL CORP,10458 ,518403.06 
NPSF10034002,947890109,WEBSTER FINANCIAL CORP,8375 ,415148.75 
NPSF10033002,947890109,WEBSTER FINANCIAL CORP,6023 ,298560.11 
NPSF10019002,947890109,WEBSTER FINANCIAL CORP,45048 ,2233029.36 
NPSF10013002,948741103,WEINGARTEN REALTY INVESTORS,13334 ,406286.98 
NPSF10034002,948741103,WEINGARTEN REALTY INVESTORS,16923 ,515643.81 
NPSF10013002,94946T106,WELLCARE HEALTH PLANS INC,5063 ,887695.79 
NPSF10034002,94946T106,WELLCARE HEALTH PLANS INC,6383 ,1119131.39 
NPSF10034002,95058W100,WENDY'S CO/THE,27698 ,450092.50 
NPSF10013002,95058W100,WENDY'S CO/THE,22183 ,360473.75 
NPSF10019002,950755108,WERNER ENTERPRISES INC,36508 ,998493.80 
NPSF10033002,950755108,WERNER ENTERPRISES INC,8137 ,222546.95 
NPSF10013002,950755108,WERNER ENTERPRISES INC,5115 ,139895.25 
NPSF10019002,950810101,WESBANCO INC,27541 ,1041600.62 
NPSF10019002,95082P105,WESCO INTERNATIONAL INC,9045 ,560790.00 
NPSF10013002,955306105,WEST PHARMACEUTICAL SERVICES I,8376 ,828302.64 
NPSF10034002,955306105,WEST PHARMACEUTICAL SERVICES I,10558 ,1044080.62 
NPSF10014002,957090103,WESTAMERICA BANCORPORATION,4015 ,211710.95 
NPSF10034002,95709T100,WESTAR ENERGY INC,12237 ,651620.25 
NPSF10033002,95709T100,WESTAR ENERGY INC,10336 ,550392.00 
NPSF10013002,95709T100,WESTAR ENERGY INC,16169 ,860999.25 
NPSF10030002,957638109,WESTERN ALLIANCE BANCORP,29052 ,1336392.00 
NPSF10019002,959319104,WESTERN REFINING INC,25406 ,919189.08 
NPSF10018002,959319104,WESTERN REFINING INC,36560 ,1322740.80 
NPSF10034002,96208T104,WEX INC,5505 ,567895.80 
NPSF10013002,96208T104,WEX INC,4352 ,448952.32 
NPSF10019002,966387102,WHITING PETROLEUM CORP,47374 ,330196.78 
NPSF10013002,968223206,JOHN WILEY & SONS INC,5201 ,267591.45 
NPSF10034002,968223206,JOHN WILEY & SONS INC,2953 ,151931.85 
NPSF10033002,968223206,JOHN WILEY & SONS INC,4331 ,222829.95 
NPSF10030002,96924N100,WILLDAN GROUP INC,13307 ,449909.67 
NPSF10013002,969904101,WILLIAMS-SONOMA INC,9218 ,448732.24 
NPSF10033002,969904101,WILLIAMS-SONOMA INC,14675 ,714379.00 
NPSF10014002,974155103,WINGSTOP INC,4486 ,129555.68 
NPSF10014002,974637100,WINNEBAGO INDUSTRIES INC,3974 ,98157.80 
NPSF10013002,97650W108,WINTRUST FINANCIAL CORP,6395 ,455387.95 
NPSF10033002,97650W108,WINTRUST FINANCIAL CORP,10066 ,716799.86 
NPSF10014002,97717P104,WISDOMTREE INVESTMENTS INC,17322 ,168543.06 
NPSF10019002,978097103,WOLVERINE WORLD WIDE INC,29462 ,764538.90 
NPSF10014002,978097103,WOLVERINE WORLD WIDE INC,14777 ,383463.15 
NPSF10013002,980745103,WOODWARD INC,6292 ,435028.88 
NPSF10034002,980745103,WOODWARD INC,7943 ,549179.02 
NPSF10014002,981419104,WORLD ACCEPTANCE CORP,894 ,71323.32 
NPSF10013002,981475106,WORLD FUEL SERVICES CORP,7983 ,286190.55 
NPSF10033002,981475106,WORLD FUEL SERVICES CORP,12823 ,459704.55 
NPSF10014002,98156Q108,WORLD WRESTLING ENTERTAINMENT,5975 ,124937.25 
NPSF10013002,981811102,WORTHINGTON INDUSTRIES INC,4921 ,211553.79 
NPSF10034002,981811102,WORTHINGTON INDUSTRIES INC,6256 ,268945.44 
NPSF10034002,98212B103,WPX ENERGY INC,30202 ,332222.00 
NPSF10033002,98212B103,WPX ENERGY INC,33854 ,372394.00 
NPSF10013002,98212B103,WPX ENERGY INC,44801 ,492811.00 
NPSF10014002,983772104,XO GROUP INC,3702 ,62934.00 
NPSF10037002,98400J108,XCERRA CORP,42029 ,416087.10 
NPSF10030002,98421B100,XPERI CORP,18034 ,560857.40 
NPSF10014002,98421B100,XPERI CORP,7478 ,232565.80 
NPSF10034002,989207105,ZEBRA TECHNOLOGIES CORP,7591 ,820890.74 
NPSF10013002,989207105,ZEBRA TECHNOLOGIES CORP,6007 ,649596.98 
NPSF10018002,98936J101,ZENDESK INC,43840 ,1185872.00 
NPSF10014002,989817101,ZUMIEZ INC,2607 ,37671.15 
NPSF30017002,989825104,ZURICH INSURANCE GROUP AG,107475 ,3159550.05 
NPSF08139602,990055717,EB DV EMERGING MKTS SIF,684004 ,97464368.31 
NPSF08138302,990055733,EB DV ACWI EX-US FUND,2036627 ,241020771.85 
NPSF08138902,999493448,EB DV LGE CAP VALUE SIF,234194 ,209791323.95 
NPSF08138802,999508781,EB DV LGE CAP GRWTH SIF,228797 ,180834581.04 
NPSF40028002,999F35816,BEACH WATERPARK INC,616 ,0.00 
NPSF40028002,999F35824,UNION BANK AND TRUST COMPANY,3957 ,858945.99 
NPSF40028002,999F35832,CJE INC,100 ,0.00 
NPSF40028002,999F35840,ENERGETICS JUNGERE CORPORATION,527 ,0.00 
NPSF40028002,999F35857,QSI INTERNATIONAL INC,750 ,0.00 
NPSF40028002,999F35873,VISTA RESTAURANTS INC,94817 ,0.00 
NPSF40028002,999F35964,TMP ACQUISITIONS CO INC,24 ,0.00 
NPSF40047002,99VVBEF44,VICTORY TRIVALENT INTL,7978091 ,90385383.76 
NPSF10033002,G05384105,ASPEN INSURANCE HOLDINGS LTD,10951 ,560143.65 
NPSF10013002,G05384105,ASPEN INSURANCE HOLDINGS LTD,6779 ,346745.85 
NPSF10030002,G0551A103,ARRIS INTERNATIONAL PLC,33793 ,977969.42 
NPSF10013002,G0551A103,ARRIS INTERNATIONAL PLC,21560 ,623946.40 
NPSF10033002,G0551A103,ARRIS INTERNATIONAL PLC,20411 ,590694.34 
NPSF10034002,G0551A103,ARRIS INTERNATIONAL PLC,11227 ,324909.38 
NPSF10018002,G0772R208,BANK OF NT BUTTERFIELD & SON L,5050 ,169377.00 
NPSF10014002,G1154H107,BELMOND LTD,13110 ,166497.00 
NPSF10037002,G1190F107,BLUE CAPITAL REINSURANCE HOLDI,9000 ,172800.00 
NPSF10014002,G1991C105,CARDTRONICS PLC,6967 ,237992.72 
NPSF10013002,G30401106,ENDO INTERNATIONAL PLC,22661 ,307509.77 
NPSF10033002,G30401106,ENDO INTERNATIONAL PLC,36037 ,489022.09 
NPSF10013002,G3157S106,ENSCO PLC,34657 ,219032.24 
NPSF10033002,G3157S106,ENSCO PLC,55096 ,348206.72 
NPSF10033002,G3223R108,EVEREST RE GROUP LTD,7444 ,1902686.40 
NPSF10013002,G3223R108,EVEREST RE GROUP LTD,4636 ,1184961.60 
NPSF10014002,G3323L100,FABRINET,5640 ,213586.80 
NPSF10013002,G4388N106,HELEN OF TROY LTD,3030 ,283002.00 
NPSF10033002,G4388N106,HELEN OF TROY LTD,4948 ,462143.20 
NPSF10033002,G4474Y214,JANUS HENDERSON GROUP PLC,12775 ,433585.26 
NPSF10013002,G4474Y214,JANUS HENDERSON GROUP PLC,7789 ,264348.85 
NPSF10030002,G4617B105,HORIZON PHARMA PLC,46500 ,490575.00 
NPSF10018002,G4705A100,ICON PLC,25655 ,2449282.85 
NPSF10030002,G4705A100,ICON PLC,17921 ,1710917.87 
NPSF10013002,G5509L101,LIVANOVA PLC,4924 ,284311.76 
NPSF10033002,G5509L101,LIVANOVA PLC,7954 ,459263.96 
NPSF10014002,G5753U112,MAIDEN HOLDINGS LTD,11379 ,123462.15 
NPSF10035002,G5960L103,MEDTRONIC PLC,28000 ,2410240.00 
NPSF10013002,G6359F103,NABORS INDUSTRIES LTD,32565 ,287874.60 
NPSF10033002,G6359F103,NABORS INDUSTRIES LTD,52200 ,461448.00 
NPSF10014002,G65431101,NOBLE CORP PLC,37263 ,153523.56 
NPSF10018002,G72800108,PROTHENA CORP PLC,15660 ,794275.20 
NPSF10033002,G7496G103,RENAISSANCERE HOLDINGS LTD,4029 ,582996.30 
NPSF10034002,G7496G103,RENAISSANCERE HOLDINGS LTD,2708 ,391847.60 
NPSF10013002,G7496G103,RENAISSANCERE HOLDINGS LTD,4648 ,672565.60 
NPSF10033002,G7665A101,ROWAN COS PLC,22817 ,280649.10 
NPSF10013002,G7665A101,ROWAN COS PLC,14057 ,172901.10 
NPSF10033002,G84720104,STERIS PLC,15540 ,1231700.40 
NPSF10013002,G84720104,STERIS PLC,9676 ,766919.76 
NPSF10019002,G84720104,STERIS PLC,14987 ,1187869.62 
NPSF10030002,G9019D104,TRAVELPORT WORLDWIDE LTD,69866 ,958561.52 
NPSF10019002,G9319H102,VALIDUS HOLDINGS LTD,16270 ,874837.90 
NPSF10035002,H1467J104,CHUBB LTD,14100 ,2042385.00 
NPSF10019002,L9340P101,TRINSEO SA,24540 ,1604916.00 
NPSF10030002,L9340P101,TRINSEO SA,17719 ,1158822.60 
NPSF30015002,M22465104,CHECK POINT SOFTWARE TECHNOLOG,37140 ,4144452.60 
NPSF10018002,M75253100,ORBOTECH LTD,14900 ,536549.00 
NPSF10037002,M84116108,SILICOM LTD,21600 ,1133784.00 
NPSF10018002,M85548101,STRATASYS LTD,3600 ,100188.00 
NPSF10019002,M87915274,TOWER SEMICONDUCTOR LTD,30530 ,773019.60 
NPSF10018002,N47279109,INTERXION HOLDING NV,31210 ,1393838.60 
NPSF10014002,N6748L102,ORTHOFIX INTERNATIONAL NV,2789 ,119452.87 
NPSF10018002,N96617118,WRIGHT MEDICAL GROUP NV,47201 ,1286227.25 
NPSF10018002,NABD8FF06,BANK OF NT BUTTERFIELD & SON L,25290 ,834064.20 
NPSF10037002,NABZ008L0,POLAR POWER INC,9500 ,49305.00 
NPSF10037002,Y0017S102,AEGEAN MARINE PETROLEUM NETWOR,56125 ,280625.00 
NPSF30018002,LBB4Q5YM9,BRAZIL NOTAS DO TESOURO NACION,5570000 ,1686974.01 
NPSF30018002,LBB62L3V9,BRAZIL NOTAS DO TESOURO NACION,4000000 ,1232004.93 
NPSF30018002,LMB4NDCC7,MEXICAN BONOS,39110000 ,2038061.36 
NPSF30018002,LMB7V21L7,MEXICAN BONOS,33710000 ,1855554.70 
NPSF30018002,IRB87PXW5,RUSSIAN FEDERAL BOND - OFZ,44450000 ,827574.75 
NPSF30018002,IRB98G057,RUSSIAN FEDERAL BOND - OFZ,65290000 ,1115774.28 
NPSF30018002,IRBD5M7L6,RUSSIAN FEDERAL BOND - OFZ,5940000 ,106240.87 
NPSF30018002,IRBF5S845,RUSSIAN FEDERAL BOND - OFZ,19650000 ,336519.91 
NPSF20011002,00101JAF3,ADT CORP/THE,105000 ,103162.50 
NPSF20011002,00101JAK2,ADT CORP/THE,205000 ,224731.25 
NPSF20012002,001084AQ5,AGCO CORP,205000 ,228363.85 
NPSF30018002,00130HBU8,AES CORP/VA,70000 ,72800.00 
NPSF30018002,00130HBW4,AES CORP/VA,200000 ,208250.00 
NPSF20012002,00185AAK0,AON PLC,220000 ,228085.00 
NPSF20012002,00206RAE2,AT&T INC 144A,1000000 ,840180.00 
NPSF20012002,00206RCA8,AT&T INC,52000 ,52407.68 
NPSF20012002,00206RCC4,AT&T INC,52000 ,52268.32 
NPSF20012002,00206RCL4,AT&T INC,175000 ,175789.25 
NPSF30018002,00206RCN0,AT&T INC,700000 ,687253.00 
NPSF20015002,00206RCQ3,AT&T INC,520000 ,497416.40 
NPSF20012002,00206RCZ3,AT&T INC,64000 ,68397.44 
NPSF30018002,00206RDJ8,AT&T INC,83000 ,76456.28 
NPSF20012002,00206RDQ2,AT&T INC,150000 ,154146.00 
NPSF30018002,00206RDQ2,AT&T INC,50000 ,51382.00 
NPSF20015002,00206RDS8,AT&T INC,445000 ,468705.15 
NPSF30018002,002824BF6,ABBOTT LABORATORIES,170000 ,173252.10 
NPSF20015002,002824BF6,ABBOTT LABORATORIES,345000 ,351599.85 
NPSF30018002,002824BG4,ABBOTT LABORATORIES,80000 ,85094.40 
NPSF30018002,002824BH2,ABBOTT LABORATORIES,150000 ,160339.50 
NPSF20012002,00287YAL3,ABBVIE INC,175000 ,176718.50 
NPSF30018002,00287YAQ2,ABBVIE INC,200000 ,204174.00 
NPSF20015002,00287YAS8,ABBVIE INC,325000 ,335972.00 
NPSF20012002,00287YAT6,ABBVIE INC,170000 ,171951.60 
NPSF20012002,00287YAX7,ABBVIE INC,90000 ,89670.60 
NPSF20015002,00400VAB3,ACADEMIC LOAN FUNDI 1A A2 144A,400000 ,398868.00 
NPSF30018002,00434NAB1,WILLIAMS PARTNERS LP / ACMP FI,350000 ,362687.50 
NPSF30018002,00440EAT4,CHUBB INA HOLDINGS INC,60000 ,60411.00 
NPSF30018002,00440EAV9,CHUBB INA HOLDINGS INC,70000 ,72165.80 
NPSF20012002,00507UAM3,ALLERGAN FUNDING SCS,193000 ,193820.25 
NPSF20012002,00507UAP6,ALLERGAN FUNDING SCS,405000 ,414067.95 
NPSF30018002,00507UAR2,ALLERGAN FUNDING SCS,120000 ,124209.60 
NPSF20012002,00507UAS0,ALLERGAN FUNDING SCS,190000 ,196089.50 
NPSF30018002,00507UAS0,ALLERGAN FUNDING SCS,170000 ,175448.50 
NPSF20015002,00507UAS0,ALLERGAN FUNDING SCS,270000 ,278653.50 
NPSF30018002,00507UAT8,ALLERGAN FUNDING SCS,20000 ,20705.20 
NPSF30018002,00507UAU5,ALLERGAN FUNDING SCS,17000 ,18022.21 
NPSF30018002,00507VAE9,ACTIVISION BLIZZARD INC 144A,70000 ,75553.10 
NPSF30018002,006ESCBE6,ESCROW CB ADELPHIA COM,130000 ,0.00 
NPSF20015002,00764MEL7,AEGIS ASSET BACKED SECURI 1 M2,104790 ,104667.82 
NPSF20011002,00774CAA5,AECOM 144A,465000 ,465000.00 
NPSF30018002,007944AC5,ADVENTIST HEALTH SYSTEM/WEST,1600000 ,1598560.00 
NPSF20012002,008117AP8,AETNA INC,50000 ,50346.00 
NPSF20012002,00817YAQ1,AETNA INC,22000 ,22787.16 
NPSF20015002,00817YAV0,AETNA INC,325000 ,325136.50 
NPSF30018002,00817YAV0,AETNA INC,30000 ,30012.60 
NPSF20012002,00846UAC5,AGILENT TECHNOLOGIES INC,42000 ,42753.06 
NPSF20011002,008911AZ2,AIR CANADA 144A,415000 ,474656.25 
NPSF20011002,009089AC7,AIR CANADA 2013-1 CLASS C 144A,120000 ,124050.00 
NPSF20011002,009090AC5,AIR CANADA 2015-1 CLASS C 144A,70000 ,71225.00 
NPSF20012002,00913RAB2,AIR LIQUIDE FINANCE SA 144A,200000 ,195190.00 
NPSF20012002,00913RAD8,AIR LIQUIDE FINANCE SA 144A,200000 ,192016.00 
NPSF20011002,00928QAK7,AIRCASTLE LTD,170000 ,184875.00 
NPSF20011002,013104AF1,NEW ALBERTSONS INC,365000 ,352225.00 
NPSF20015002,015271AJ8,ALEXANDRIA REAL ESTATE EQUITIE,350000 ,357528.50 
NPSF20011002,01748TAA9,ALLEGION PLC,179000 ,192872.50 
NPSF20011002,018581AG3,ALLIANCE DATA SYSTEMS COR 144A,325000 ,329062.50 
NPSF20011002,018581AJ7,ALLIANCE DATA SYSTEMS COR 144A,1255000 ,1295787.50 
NPSF20011002,01879NAA3,ALLIANCE RESOURCE OPERATI 144A,185000 ,191937.50 
NPSF30018002,019736AD9,ALLISON TRANSMISSION INC 144A,160000 ,163800.00 
NPSF20011002,019736AD9,ALLISON TRANSMISSION INC 144A,615000 ,629606.25 
NPSF30018002,01F022469,COMMIT TO PUR FNMA SF MTG,1100000 ,1110142.00 
NPSF30018002,01F022477,COMMIT TO PUR FNMA SF MTG,2000000 ,2016100.00 
NPSF30018002,01F030462,COMMIT TO PUR FNMA SF MTG,100000 ,103086.00 
NPSF30018002,01F030660,COMMIT TO PUR FNMA SF MTG,1500000 ,1505865.00 
NPSF20015002,01F030660,COMMIT TO PUR FNMA SF MTG,890000 ,893479.90 
NPSF30018002,01F030678,COMMIT TO PUR FNMA SF MTG,1100000 ,1102541.00 
NPSF20015002,01F032666,COMMIT TO PUR FNMA SF MTG,1135000 ,1171047.60 
NPSF20015002,01F040669,COMMIT TO PUR FNMA SF MTG,3280000 ,3462433.60 
NPSF30018002,01F040677,COMMIT TO PUR FNMA SF MTG,2700000 ,2845098.00 
NPSF20015002,01F042665,COMMIT TO PUR FNMA SF MTG,7550000 ,8135276.00 
NPSF20015002,01F050668,COMMIT TO PUR FNMA SF MTG,825000 ,906180.00 
NPSF30018002,01F050668,COMMIT TO PUR FNMA SF MTG,1500000 ,1647600.00 
NPSF20011002,02005NAE0,ALLY FINANCIAL INC,595000 ,676068.75 
NPSF20011002,02005NAJ9,ALLY FINANCIAL INC,484000 ,549945.00 
NPSF20011002,02005NBF6,ALLY FINANCIAL INC,395000 ,410274.65 
NPSF20011002,02154CAC7,ALTICE FINANCING SA 144A,275000 ,288750.00 
NPSF20011002,02154EAD1,ALTICE FINCO SA 144A,650000 ,680062.50 
NPSF20011002,02154VAA9,ALTICE LUXEMBOURG SA 144A,400000 ,425000.00 
NPSF20011002,02154VAB7,ALTICE LUXEMBOURG SA 144A,270000 ,296473.50 
NPSF20012002,02209SAN3,ALTRIA GROUP INC,80000 ,81381.60 
NPSF20012002,023135AN6,AMAZON.COM INC,190000 ,204346.90 
NPSF30018002,023135AQ9,AMAZON.COM INC,140000 ,163231.60 
NPSF20015002,02343UAA3,AMCOR FINANCE USA INC 144A,200000 ,201022.00 
NPSF30018002,02364WAV7,AMERICA MOVIL SAB DE CV,460000 ,494605.80 
NPSF20015002,023650AG9,AMERICA WEST AIRLINES 2000-1 P,196137 ,220654.54 
NPSF20011002,02376TAC2,AMERICAN AIRLINES 2013-2 144A,446977 ,463738.16 
NPSF20011002,02406PAP5,AMERICAN AXLE & MANUFACTU 144A,345000 ,341981.25 
NPSF20011002,02406PAS9,AMERICAN AXLE & MANUFACTU 144A,475000 ,469062.50 
NPSF30018002,024747AD9,AMERICAN BUILDERS & CONTR 144A,110000 ,116600.00 
NPSF30018002,02474RAE3,ABC SUPPLY 4/17 COV-LITE TLB,230000 ,231064.90 
NPSF20015002,025816BG3,AMERICAN EXPRESS CO,500000 ,499640.00 
NPSF20012002,02665WAH4,AMERICAN HONDA FINANCE CORP,65000 ,65559.00 
NPSF30018002,026874DD6,AMERICAN INTERNATIONAL GROUP I,390000 ,400073.70 
NPSF20012002,026874DH7,AMERICAN INTERNATIONAL GROUP I,150000 ,155095.50 
NPSF20015002,029912BD3,AMERICAN TOWER CORP,350000 ,355565.00 
NPSF30018002,02R030665,COMMIT TO PUR FHLMC GOLD SFM,400000 ,401324.00 
NPSF30018002,02R030673,COMMIT TO PUR FHLMC GOLD SFM,2000000 ,2003420.00 
NPSF30018002,02R032679,COMMIT TO PUR FHLMC GOLD SFM,6300000 ,6488748.00 
NPSF20015002,02R040664,COMMIT TO PUR FHLMC GOLD SFM,880000 ,928672.80 
NPSF30018002,02R040672,COMMIT TO PUR FHLMC GOLD SFM,700000 ,737324.00 
NPSF20012002,03027XAH3,AMERICAN TOWER CORP,331000 ,339900.59 
NPSF20012002,030288AA2,AMERICAN TRANSMISSION SYS 144A,175000 ,193683.00 
NPSF20012002,03066DAD8,AMERICREDIT AUTOMOBILE RE 2 A3,130000 ,130007.80 
NPSF20011002,030981AL8,AMERIGAS PARTNERS LP / AMERIGA,310000 ,313100.00 
NPSF20012002,031162BN9,AMGEN INC,80000 ,83800.00 
NPSF20012002,031162BW9,AMGEN INC,125000 ,125201.25 
NPSF20015002,031162CF5,AMGEN INC,200000 ,205170.00 
NPSF20012002,031162CM0,AMGEN INC,60000 ,60251.40 
NPSF20011002,03232PAD0,ENVISION HEALTHCARE CORP,255000 ,265837.50 
NPSF30018002,032511AY3,ANADARKO PETROLEUM CORP,20000 ,23788.20 
NPSF20015002,032511BK2,ANADARKO PETROLEUM CORP,80000 ,76123.20 
NPSF30018002,032511BK2,ANADARKO PETROLEUM CORP,440000 ,418677.60 
NPSF30018002,032511BM8,ANADARKO PETROLEUM CORP,220000 ,236302.00 
NPSF30018002,032511BP1,ANADARKO PETROLEUM CORP,200000 ,245762.00 
NPSF20012002,032654AN5,ANALOG DEVICES INC,35000 ,35403.20 
NPSF30018002,034863AR1,ANGLO AMERICAN CAPITAL PL 144A,210000 ,216825.00 
NPSF30018002,03523TBP2,ANHEUSER-BUSCH INBEV WORLDWIDE,440000 ,440426.80 
NPSF30018002,035242AJ5,ANHEUSER-BUSCH INBEV FINANCE I,140000 ,142275.00 
NPSF20012002,035242AJ5,ANHEUSER-BUSCH INBEV FINANCE I,200000 ,203250.00 
NPSF30018002,035242AL0,ANHEUSER-BUSCH INBEV FINANCE I,270000 ,278175.60 
NPSF20012002,035242AM8,ANHEUSER-BUSCH INBEV FINANCE I,115000 ,124664.60 
NPSF20012002,035242AN6,ANHEUSER-BUSCH INBEV FINANCE I,100000 ,110301.00 
NPSF20015002,035242AN6,ANHEUSER-BUSCH INBEV FINANCE I,219000 ,241559.19 
NPSF30018002,035242AN6,ANHEUSER-BUSCH INBEV FINANCE I,350000 ,386053.50 
NPSF30018002,035242AP1,ANHEUSER-BUSCH INBEV FINANCE I,550000 ,565592.50 
NPSF20015002,035242AP1,ANHEUSER-BUSCH INBEV FINANCE I,249000 ,256059.15 
NPSF20012002,035242AP1,ANHEUSER-BUSCH INBEV FINANCE I,599000 ,615981.65 
NPSF20011002,03674PAL7,ANTERO RESOURCES CORP,195000 ,200362.50 
NPSF20011002,03674XAF3,ANTERO RESOURCES CORP,45000 ,46209.15 
NPSF20011002,03674XAG1,ANTERO RESOURCES CORP 144A,345000 ,339825.00 
NPSF20012002,037389AW3,AON CORP,160000 ,172800.00 
NPSF20012002,037411AX3,APACHE CORP,45000 ,46856.25 
NPSF30018002,037411BA2,APACHE CORP,200000 ,203424.00 
NPSF30018002,037411BC8,APACHE CORP,340000 ,320239.20 
NPSF20015002,037735CV7,APPALACHIAN POWER CO,270000 ,287147.70 
NPSF20012002,037833AR1,APPLE INC,200000 ,206346.00 
NPSF20012002,037833AY6,APPLE INC,500000 ,498740.00 
NPSF20012002,037833BD1,APPLE INC,200000 ,201330.00 
NPSF20012002,037833BY5,APPLE INC,150000 ,153655.50 
NPSF20012002,037833BZ2,APPLE INC,175000 ,168112.00 
NPSF30018002,037833BZ2,APPLE INC,260000 ,249766.40 
NPSF20012002,037833CJ7,APPLE INC,200000 ,205446.00 
NPSF20012002,037833CQ1,APPLE INC,350000 ,350882.00 
NPSF20012002,037833CU2,APPLE INC,150000 ,151443.00 
NPSF30018002,03938LAX2,ARCELORMITTAL,30000 ,33750.00 
NPSF20012002,03939CAA1,ARCH CAPITAL FINANCE LLC,25000 ,25997.25 
NPSF20011002,03969AAH3,ARDAGH PACKAGING FINANCE 144A,400000 ,410000.00 
NPSF30018002,040104CU3,ARGENT SECURITIES INC AS W6 M1,827721 ,814295.45 
NPSF30018002,040114GW4,ARGENTINE REPUBLIC GOVERNMENT,160000 ,174720.00 
NPSF30018002,040114GX2,ARGENTINE REPUBLIC GOVERNMENT,150000 ,165750.00 
NPSF30018002,040114HK9,ARGENTINE REPUBLIC GOVERNMENT,730000 ,762120.00 
NPSF20012002,053807AS2,AVNET INC,20000 ,20660.80 
NPSF20011002,05453GAA3,AXALTA COATING SYSTEMS LL 144A,400000 ,412000.00 
NPSF30018002,05490TAG7,BBCCRE TRUST 2015-G GTP D 144A,560000 ,519792.00 
NPSF20012002,05523UAM2,BAE SYSTEMS HOLDINGS INC 144A,25000 ,25352.75 
NPSF20012002,05523UAP5,BAE SYSTEMS HOLDINGS INC 144A,10000 ,10392.00 
NPSF30018002,055451AQ1,BHP BILLITON FINANCE USA LTD,24000 ,24570.00 
NPSF30018002,055451AX6,BHP BILLITON FINANCE USA 144A,220000 ,249407.40 
NPSF20012002,05550YAG3,BLCP HOTEL TRUST CLRN B 144A,345000 ,345541.65 
NPSF20012002,05565EAD7,BMW US CAPITAL LLC 144A,82000 ,81812.22 
NPSF20012002,05565QCB2,BP CAPITAL MARKETS PLC,142000 ,141334.02 
NPSF30018002,05565QDA3,BP CAPITAL MARKETS PLC,270000 ,278334.90 
NPSF20012002,05565QDB1,BP CAPITAL MARKETS PLC,20000 ,19926.20 
NPSF30018002,05565QDB1,BP CAPITAL MARKETS PLC,230000 ,229151.30 
NPSF30018002,05565QDG0,BP CAPITAL MARKETS PLC,240000 ,245222.40 
NPSF30018002,05581KAC5,BNP PARIBAS SA 144A,260000 ,272508.60 
NPSF20012002,05604FAA3,BWAY 2013-1515 MO 1515 A1 144A,155679 ,158225.52 
NPSF20012002,05606YAA0,BXHTL 2015-JWRZ MO JWRZ A 144A,200000 ,200250.00 
NPSF20015002,05618LAF3,BABSON CLO LTD 201 IIA AR 144A,270000 ,270000.00 
NPSF20011002,058498AU0,BALL CORP,420000 ,441000.00 
NPSF20012002,059513AG6,BANC OF AMERICA COMMERCIA 4 AM,404059 ,405198.40 
NPSF20015002,05991AAA5,BANC OF AMERICA FU R7 1A1 144A,537731 ,534886.67 
NPSF20012002,060505DP6,BANK OF AMERICA CORP,400000 ,407948.00 
NPSF20015002,06050TKW1,BANK OF AMERICA NA,345000 ,345410.55 
NPSF20015002,06050TKX9,BANK OF AMERICA NA,300000 ,300030.00 
NPSF20012002,06050TLY6,BANK OF AMERICA NA,290000 ,290263.90 
NPSF20015002,06051GDX4,BANK OF AMERICA CORP,460000 ,475824.00 
NPSF20012002,06051GET2,BANK OF AMERICA CORP,93000 ,93182.28 
NPSF20012002,06051GEU9,BANK OF AMERICA CORP,290000 ,294950.30 
NPSF20012002,06051GEX3,BANK OF AMERICA CORP,300000 ,302721.00 
NPSF30018002,06051GFC8,BANK OF AMERICA CORP,70000 ,78267.70 
NPSF20012002,06051GFF1,BANK OF AMERICA CORP,275000 ,288601.50 
NPSF30018002,06051GFF1,BANK OF AMERICA CORP,1370000 ,1437760.20 
NPSF20015002,06051GFF1,BANK OF AMERICA CORP,500000 ,524730.00 
NPSF30018002,06051GFG9,BANK OF AMERICA CORP,390000 ,431620.80 
NPSF20012002,06051GFH7,BANK OF AMERICA CORP,390000 ,405408.90 
NPSF30018002,06051GFM6,BANK OF AMERICA CORP,280000 ,285348.00 
NPSF20012002,06051GFM6,BANK OF AMERICA CORP,30000 ,30573.00 
NPSF20012002,06051GFN4,BANK OF AMERICA CORP,285000 ,284971.50 
NPSF20012002,06051GFP9,BANK OF AMERICA CORP,155000 ,157524.95 
NPSF20012002,06051GFR5,BANK OF AMERICA CORP,72000 ,72154.80 
NPSF30018002,06051GFS3,BANK OF AMERICA CORP,200000 ,206710.00 
NPSF20012002,06051GFS3,BANK OF AMERICA CORP,180000 ,186039.00 
NPSF30018002,06051GFU8,BANK OF AMERICA CORP,40000 ,41775.20 
NPSF20015002,06051GFX2,BANK OF AMERICA CORP,208000 ,208973.44 
NPSF30018002,06051GFX2,BANK OF AMERICA CORP,410000 ,411918.80 
NPSF20012002,06051GFZ7,BANK OF AMERICA CORP,590000 ,581775.40 
NPSF20012002,06051GGC7,BANK OF AMERICA CORP,200000 ,203874.00 
NPSF20012002,06051GGF0,BANK OF AMERICA CORP,590000 ,599221.70 
NPSF20015002,06051GGL7,BANK OF AMERICA CORP,570000 ,573140.70 
NPSF20015002,06053FAA7,BANK OF AMERICA CORP,450000 ,475704.00 
NPSF20012002,06406HCV9,BANK OF NEW YORK MELLON CORP/T,230000 ,238321.40 
NPSF20012002,06406HDD8,BANK OF NEW YORK MELLON CORP/T,170000 ,172689.40 
