Source Account Number,Mellon Security ID,Security Description 1,Shares/Par,Base Market Value
NPSF10033002,676220106,OFFICE DEPOT INC,"91,405.000","283,355.50"
NPSF10034002,679580100,OLD DOMINION FREIGHT LINE INC,"9,870.000","1,195,553.10"
NPSF10033002,680223104,OLD REPUBLIC INTERNATIONAL COR,"43,484.000","882,290.36"
LC1F10029002,680665205,OLIN CORP,"5,338.000","194,997.14"
NPSF10033002,680665205,OLIN CORP,"29,477.000","1,076,794.81"
NPSF10019002,680665205,OLIN CORP,"58,284.000","2,129,114.52"
LC1F10028002,68162K106,OLYMPIC STEEL INC,"2,375.000","44,840.00"
NPSF10037002,68162K106,OLYMPIC STEEL INC,"32,500.000","613,600.00"
NPSF10033002,681936100,OMEGA HEALTHCARE INVESTORS INC,"34,968.000","1,009,176.48"
LC1F10011002,68213N109,OMNICELL INC,"4,350.000","216,630.00"
NPSF10018002,68213N109,OMNICELL INC,"25,950.000","1,292,310.00"
LC1F10029002,682189105,ON SEMICONDUCTOR CORP,"8,069.000","172,031.08"
NPSF10019002,682189105,ON SEMICONDUCTOR CORP,"84,909.000","1,810,259.88"
NPSF20015002,68233JAD6,ONCOR ELECTRIC DELIVERY CO LLC,"600,000.000","624,360.00"
NPSF10033002,68235P108,ONE GAS INC,"9,270.000","713,604.60"
LC1F10028002,68243Q106,1-800-FLOWERS.COM INC,"5,925.000","55,695.00"
NPSF10037002,68243Q106,1-800-FLOWERS.COM INC,"81,350.000","764,690.00"
NPSF30018002,68245HAA2,ONE MARKET PLAZA T 1MKT A 144A,"630,000.000","654,166.80"
NPSF20011002,68245XAE9,1011778 BC ULC / NEW RED 144A,"2,005,000.000","2,042,593.75"
NPSF20012002,68267JAB9,ONEMAIN FINANCIAL IS 2A B 144A,"360,000.000","359,820.00"
NPSF20012002,68267YAA8,ONEMAIN FINANCIAL IS 1A A 144A,119.160,119.16
NPSF20011002,68268DAB1,ONEMAIN FINANCIAL HOLDING 144A,"380,000.000","395,200.00"
NPSF20012002,68268EAA1,ONEMAIN FINANCIAL IS 1A A 144A,"620,000.000","624,612.80"
NPSF20012002,68323ADY7,PROVINCE OF ONTARIO CANADA,"580,000.000","574,374.00"
NPSF20015002,68389FKL7,OPTION ONE MORTGAGE LOAN 1 1A1,"890,341.650","885,934.46"
NPSF20012002,68389XAK1,ORACLE CORP,"190,000.000","199,982.60"
NPSF20012002,68389XBM6,ORACLE CORP,"25,000.000","24,530.00"
LC1F10028002,684000102,OPUS BANK,"2,675.000","69,282.50"
NPSF10037002,684000102,OPUS BANK,"36,600.000","947,940.00"
NPSF10030002,68554V108,ORASURE TECHNOLOGIES INC,"29,301.000","578,694.75"
LC1F10011002,68555P100,ORBCOMM INC,"6,900.000","78,039.00"
NPSF10018002,68555P100,ORBCOMM INC,"41,200.000","465,972.00"
NPSF10033002,68557N103,ORBITAL ATK INC,"10,211.000","1,357,348.23"
LC1F10028002,68628V308,ORION GROUP HOLDINGS INC,"8,050.000","57,960.00"
NPSF10037002,68628V308,ORION GROUP HOLDINGS INC,"110,375.000","794,700.00"
NPSF20012002,686330AH4,ORIX CORP,"200,000.000","200,668.00"
LC1F10026002,688239201,OSHKOSH CORP,"5,700.000","521,892.00"
NPSF10034002,688239201,OSHKOSH CORP,"5,660.000","518,229.60"
NPSF10035002,688239201,OSHKOSH CORP,"30,300.000","2,774,268.00"
NPSF10033002,688239201,OSHKOSH CORP,"6,373.000","583,511.88"
LC1F10029002,69007J106,OUTFRONT MEDIA INC,"1,232.000","28,890.40"
NPSF10019002,69007J106,OUTFRONT MEDIA INC,"12,961.000","303,935.45"
LC1F10029002,690732102,OWENS & MINOR INC,"2,499.000","61,400.43"
NPSF10019002,690732102,OWENS & MINOR INC,"25,086.000","616,363.02"
NPSF10033002,690732102,OWENS & MINOR INC,"10,758.000","264,324.06"
NPSF10033002,690768403,OWENS-ILLINOIS INC,"28,886.000","690,086.54"
NPSF10033002,69318G106,PBF ENERGY INC,"19,459.000","563,727.23"
NPSF20012002,69335PCB9,PFS FINANCING CORP BA A 144A,"100,000.000","99,340.00"
NPSF10033002,69349H107,PNM RESOURCES INC,"14,060.000","610,204.00"
LC1F10026002,693506107,PPG INDUSTRIES INC,"4,017.000","466,936.08"
NPSF10035002,693506107,PPG INDUSTRIES INC,"21,417.000","2,489,512.08"
NPSF20015002,69353REJ3,PNC BANK NA,"630,000.000","629,829.90"
NPSF20012002,69353REW4,PNC BANK NA,"250,000.000","248,797.50"
LC1F10029002,69370C100,PTC INC,"1,900.000","126,255.00"
NPSF10034002,69370C100,PTC INC,"11,779.000","782,714.55"
NPSF10033002,69370C100,PTC INC,"6,110.000","406,009.50"
NPSF10019002,69370C100,PTC INC,"19,983.000","1,327,870.35"
LC1F10028002,69423U305,PACIFIC ETHANOL INC,"7,565.000","36,312.00"
NPSF10037002,69423U305,PACIFIC ETHANOL INC,"103,840.000","498,432.00"
NPSF30018002,694308GE1,PACIFIC GAS & ELECTRIC CO,"480,000.000","596,260.80"
LC1F10011002,69478X105,PACIFIC PREMIER BANCORP INC,"3,150.000","127,260.00"
NPSF10018002,69478X105,PACIFIC PREMIER BANCORP INC,"18,770.000","758,308.00"
LC1F10011002,695127100,PACIRA PHARMACEUTICALS INC/DE,"5,000.000","160,250.00"
NPSF10018002,695127100,PACIRA PHARMACEUTICALS INC/DE,"29,890.000","957,974.50"
LC1F20010002,695156AQ2,PACKAGING CORP OF AMERICA,"260,000.000","282,185.80"
NPSF10033002,695263103,PACWEST BANCORP,"22,768.000","1,100,149.76"
NPSF20015002,698455AC6,PANHANDLE EASTERN PIPE LINE CO,"580,000.000","628,615.60"
NPSF20015002,698475AQ3,PANHANDLE-PLAINS HIGHER E 1 A3,"260,000.000","261,476.80"
NPSF10034002,698813102,PAPA JOHN'S INTERNATIONAL INC,"3,864.000","262,945.20"
NPSF30018002,70014LAA8,PARK AEROSPACE HOLDINGS L 144A,"40,000.000","41,600.00"
NPSF30018002,70014LAB6,PARK AEROSPACE HOLDINGS L 144A,"60,000.000","62,250.00"
LC1F20010002,70109HAL9,PARKER-HANNIFIN CORP,"250,000.000","256,885.00"
NPSF30015002,701491102,PARK24 CO LTD,"53,820.000","1,240,497.18"
LC1F10029002,703481101,PATTERSON-UTI ENERGY INC,"6,716.000","132,842.48"
NPSF10033002,703481101,PATTERSON-UTI ENERGY INC,"20,447.000","404,441.66"
NPSF10019002,703481101,PATTERSON-UTI ENERGY INC,"70,649.000","1,397,437.22"
NPSF10034002,703481101,PATTERSON-UTI ENERGY INC,"14,295.000","282,755.10"
LC1F10026002,70450Y103,PAYPAL HOLDINGS INC,"6,200.000","449,872.00"
NPSF10035002,70450Y103,PAYPAL HOLDINGS INC,"33,100.000","2,401,736.00"
NPSF20012002,709599AW4,PENSKE TRUCK LEASING CO L 144A,"100,000.000","99,105.00"
NPSF20011002,70959WAF0,PENSKE AUTOMOTIVE GROUP INC,"330,000.000","338,250.00"
LC1F10028002,709789101,PEOPLES BANCORP INC/OH,"2,325.000","77,004.00"
NPSF10037002,709789101,PEOPLES BANCORP INC/OH,"32,075.000","1,062,324.00"
NPSF30018002,713448BZ0,PEPSICO INC,"210,000.000","219,340.80"
NPSF20012002,713448DN5,PEPSICO INC,"100,000.000","95,706.00"
NPSF20015002,714264AD0,PERNOD RICARD SA 144A,"250,000.000","268,552.50"
NPSF30018002,714264AD0,PERNOD RICARD SA 144A,"260,000.000","279,294.60"
NPSF30018002,715638AU6,PERUVIAN GOVERNMENT INTERNATIO,"40,000.000","53,800.00"
NPSF30018002,715638BM3,PERUVIAN GOVERNMENT INTERNATIO,"290,000.000","365,980.00"
NPSF30018002,71647NAM1,PETROBRAS GLOBAL FINANCE BV,"850,000.000","911,497.50"
NPSF30018002,71647NAN9,PETROBRAS GLOBAL FINANCE BV,"210,000.000","201,075.00"
NPSF30018002,71647NAR0,PETROBRAS GLOBAL FINANCE BV,"150,000.000","162,150.00"
NPSF30018002,71647NAS8,PETROBRAS GLOBAL FINANCE BV,"130,000.000","144,365.00"
NPSF30018002,71647NAT6,PETROBRAS GLOBAL FINANCE 144A,"230,000.000","230,747.50"
NPSF30018002,71654QBR2,PETROLEOS MEXICANOS,"50,000.000","49,737.00"
NPSF30018002,71654QBV3,PETROLEOS MEXICANOS,"370,000.000","367,780.00"
NPSF30018002,71654QCB6,PETROLEOS MEXICANOS,"120,000.000","134,820.00"
NPSF20011002,716768AC0,PETSMART INC 144A,"415,000.000","362,087.50"
NPSF20012002,717081EA7,PFIZER INC,"30,000.000","30,315.00"
NPSF30018002,718172AP4,PHILIP MORRIS INTERNATIONAL IN,"120,000.000","130,717.20"
LC1F10026002,718546104,PHILLIPS 66,"4,450.000","405,306.00"
NPSF10035002,718546104,PHILLIPS 66,"23,700.000","2,158,596.00"
LC1F10028002,719405102,PHOTRONICS INC,"4,450.000","43,165.00"
NPSF10037002,719405102,PHOTRONICS INC,"60,900.000","590,730.00"
NPSF20011002,72147KAC2,PILGRIM'S PRIDE CORP 144A,"735,000.000","778,181.25"
NPSF20011002,72147KAE8,PILGRIM'S PRIDE CORP 144A,"110,000.000","114,400.00"
LC1F10011002,72346Q104,PINNACLE FINANCIAL PARTNERS IN,"1,870.000","123,794.00"
NPSF10034002,72346Q104,PINNACLE FINANCIAL PARTNERS IN,"10,737.000","710,789.40"
NPSF10018002,72346Q104,PINNACLE FINANCIAL PARTNERS IN,"11,170.000","739,454.00"
LC1F10029002,72348P104,PINNACLE FOODS INC,"1,616.000","87,942.72"
NPSF10019002,72348P104,PINNACLE FOODS INC,"16,226.000","883,018.92"
LC1F10026002,723787107,PIONEER NATURAL RESOURCES CO,"1,550.000","231,988.50"
NPSF10035002,723787107,PIONEER NATURAL RESOURCES CO,"8,200.000","1,227,294.00"
NPSF20012002,723787AK3,PIONEER NATURAL RESOURCES CO,"49,000.000","51,338.77"
NPSF20012002,723787AM9,PIONEER NATURAL RESOURCES CO,"160,000.000","172,366.40"
NPSF20015002,724060AA6,PIPELINE FUNDING CO LLC 144A,"289,560.000","340,427.01"
NPSF10033002,724479100,PITNEY BOWES INC,"32,921.000","452,334.54"
NPSF20012002,724479AN0,PITNEY BOWES INC,"180,000.000","175,860.00"
NPSF20012002,72650RAZ5,PLAINS ALL AMERICAN PIPELINE L,"85,000.000","85,933.30"
NPSF20015002,72650RBJ0,PLAINS ALL AMERICAN PIPELINE L,"200,000.000","207,252.00"
NPSF10033002,727493108,PLANTRONICS INC,"1,870.000","84,823.20"
NPSF10034002,727493108,PLANTRONICS INC,"3,437.000","155,902.32"
NPSF20011002,727610AN7,PLASTIPAK HOLDINGS INC 144A,"290,000.000","295,742.00"
LC1F10028002,73102V105,POLAR POWER INC,"1,375.000","7,246.25"
NPSF10037002,73102V105,POLAR POWER INC,"19,000.000","100,130.00"
NPSF10033002,731068102,POLARIS INDUSTRIES INC,"5,340.000","632,416.20"
NPSF10034002,731068102,POLARIS INDUSTRIES INC,"4,062.000","481,062.66"
NPSF10033002,73179P106,POLYONE CORP,"14,509.000","668,429.63"
NPSF10030002,73179P106,POLYONE CORP,"18,758.000","864,181.06"
NPSF10034002,73278L105,POOL CORP,"6,000.000","724,680.00"
NPSF10030002,737010108,PORTOLA PHARMACEUTICALS INC,"7,852.000","387,967.32"
NPSF10034002,737446104,POST HOLDINGS INC,"9,539.000","791,069.27"
NPSF20011002,737446AJ3,POST HOLDINGS INC 144A,"540,000.000","608,175.00"
NPSF20011002,737446AK0,POST HOLDINGS INC 144A,"405,000.000","407,025.00"
NPSF30018002,73744GAJ1,POST HOLDINGS 5/17 TLA,"79,800.000","80,184.64"
NPSF10033002,737630103,POTLATCH CORP,"2,506.000","129,810.80"
NPSF10034002,737630103,POTLATCH CORP,"3,809.000","197,306.20"
NPSF10030002,739276103,POWER INTEGRATIONS INC,"9,213.000","740,264.55"
NPSF20011002,740212AC9,PRECISION DRILLING CORP,"239,674.530","242,071.28"
NPSF20011002,740212AK1,PRECISION DRILLING CORP,"470,000.000","481,750.00"
NPSF10034002,74112D101,PRESTIGE BRANDS HOLDINGS INC,"4,388.000","205,797.20"
NPSF10033002,74112D101,PRESTIGE BRANDS HOLDINGS INC,"4,129.000","193,650.10"
LC1F30010002,741481105,T ROWE PR HIGH YIELD-INV,"592,680.766","4,036,156.02"
NPSF20011002,74153QAJ1,PRIDE INTERNATIONAL LLC,"340,000.000","283,900.00"
LC1F10029002,74164F103,PRIMORIS SERVICES CORP,"2,996.000","84,696.92"
NPSF10019002,74164F103,PRIMORIS SERVICES CORP,"31,525.000","891,211.75"
NPSF10034002,74164M108,PRIMERICA INC,"6,530.000","577,905.00"
NPSF10030002,74164M108,PRIMERICA INC,"14,050.000","1,243,425.00"
NPSF20011002,74166MAA4,PRIME SECURITY SERVICES B 144A,"192,000.000","212,774.40"
NPSF20012002,74251VAH5,PRINCIPAL FINANCIAL GROUP INC,"27,000.000","27,481.95"
NPSF20012002,74251VAM4,PRINCIPAL FINANCIAL GROUP INC,"15,000.000","14,942.25"
NPSF20012002,74333GAA5,PROGRESS RESIDENTI SFR1 A 144A,"406,670.403","411,765.98"
LC1F20010002,74340XAY7,PROLOGIS LP,"220,000.000","227,409.60"
LC1F10011002,743424103,PROOFPOINT INC,"2,900.000","267,989.00"
NPSF10018002,743424103,PROOFPOINT INC,"17,310.000","1,599,617.10"
LC1F10029002,743606105,PROSPERITY BANCSHARES INC,"1,510.000","99,327.80"
NPSF10033002,743606105,PROSPERITY BANCSHARES INC,"12,322.000","810,541.16"
NPSF10019002,743606105,PROSPERITY BANCSHARES INC,"15,158.000","997,093.24"
NPSF20015002,74368CAB0,PROTECTIVE LIFE GLOBAL FU 144A,"345,000.000","344,389.35"
NPSF20015002,743756AB4,PROVIDENCE ST JOSEPH HEALTH OB,"200,000.000","191,370.00"
NPSF20011002,74387UAJ0,PROVIDENT FUNDING ASSOCIA 144A,"114,000.000","120,555.00"
NPSF20011002,745867AM3,PULTEGROUP INC,"80,000.000","99,200.00"
NPSF20011002,745867AV3,PULTEGROUP INC,"535,000.000","557,068.75"
NPSF20011002,745867AW1,PULTEGROUP INC,"420,000.000","460,425.00"
LC1F40020002,74728G605,QBE INSURANCE GROUP LTD,"26,980.000","220,939.22"
NPSF30017002,74728G605,QBE INSURANCE GROUP LTD,"307,802.000","2,520,590.58"
NPSF10033002,74733V100,QEP RESOURCES INC,"26,502.000","237,192.90"
NPSF10034002,74733V100,QEP RESOURCES INC,"13,300.000","119,035.00"
LC1F10011002,74736A103,QTS REALTY TRUST INC,"2,950.000","170,657.50"
NPSF10018002,74736A103,QTS REALTY TRUST INC,"17,590.000","1,017,581.50"
NPSF20012002,747525AF0,QUALCOMM INC,"205,000.000","210,947.05"
NPSF10033002,747545101,QUALITY CARE PROPERTIES INC,"16,452.000","260,435.16"
NPSF10030002,74758T303,QUALYS INC,"18,975.000","1,003,777.50"
NPSF20011002,74819RAP1,QUEBECOR MEDIA INC,"135,000.000","146,475.00"
NPSF20011002,74840LAA0,QUICKEN LOANS INC 144A,"1,023,000.000","1,084,380.00"
NPSF30018002,74840LAA0,QUICKEN LOANS INC 144A,"80,000.000","84,800.00"
NPSF20011002,748767AF7,QUINTILES IMS INC 144A,"240,000.000","249,600.00"
NPSF20015002,74932QAA8,RBS COMMERCIAL FUND GSP A 144A,"130,000.000","135,519.80"
LC1F10028002,74934Q108,RCI HOSPITALITY HOLDINGS INC,"1,300.000","35,815.00"
NPSF10037002,74934Q108,RCI HOSPITALITY HOLDINGS INC,"17,675.000","486,946.25"
NPSF30018002,74966UAP5,ROYALTY PHARMA 3/17 B6 TLB,"699,426.430","701,965.35"
NPSF10033002,749685103,RPM INTERNATIONAL INC,"8,950.000","477,303.50"
NPSF10034002,749685103,RPM INTERNATIONAL INC,"12,049.000","642,573.17"
LC1F20010002,749685AS2,RPM INTERNATIONAL INC,"260,000.000","270,059.40"
LC1F40020002,74975E303,RWE AG,"4,756.000","118,900.00"
NPSF30017002,74975E303,RWE AG,"56,179.000","1,404,475.00"
LC1F10028002,74975N105,RTI SURGICAL INC,"10,325.000","46,462.50"
NPSF10037002,74975N105,RTI SURGICAL INC,"141,675.000","637,537.50"
LC1F10011002,74978Q105,RSP PERMIAN INC,"5,600.000","192,696.00"
NPSF10018002,74978Q105,RSP PERMIAN INC,"33,520.000","1,153,423.20"
NPSF20011002,74978QAB1,RSP PERMIAN INC,"160,000.000","168,200.00"
NPSF20011002,750236AR2,RADIAN GROUP INC,"203,000.000","212,642.50"
NPSF20011002,750236AT8,RADIAN GROUP INC,"300,000.000","340,500.00"
LC1F10028002,75134P303,RAMACO RESOURCES INC,"3,800.000","22,268.00"
NPSF10037002,75134P303,RAMACO RESOURCES INC,"52,150.000","305,599.00"
LC1F10029002,751452202,RAMCO-GERSHENSON PROPERTIES TR,"4,295.000","54,245.85"
NPSF10019002,751452202,RAMCO-GERSHENSON PROPERTIES TR,"43,126.000","544,681.38"
NPSF20011002,75281AAU3,RANGE RESOURCES CORP,"115,000.000","117,875.00"
NPSF20011002,75281AAW9,RANGE RESOURCES CORP,"645,000.000","664,285.50"
NPSF30018002,75281ABA6,RANGE RESOURCES CORP,"250,000.000","247,495.00"
NPSF10030002,754212108,RAVEN INDUSTRIES INC,"12,670.000","426,345.50"
NPSF10034002,754907103,RAYONIER INC,"8,426.000","252,611.48"
NPSF10033002,754907103,RAYONIER INC,"12,493.000","374,540.14"
NPSF20011002,75606DAC5,REALOGY GROUP LLC / REALO 144A,"950,000.000","983,250.00"
NPSF10030002,75606N109,REALPAGE INC,"24,202.000","1,047,946.60"
NPSF20012002,756109AS3,REALTY INCOME CORP,"160,000.000","153,368.00"
LC1F10029002,758750103,REGAL BELOIT CORP,287.000,"23,290.05"
NPSF10033002,758750103,REGAL BELOIT CORP,"7,910.000","641,896.50"
NPSF10019002,758750103,REGAL BELOIT CORP,"2,870.000","232,900.50"
LC1F20010002,7591EPAM2,REGIONS FINANCIAL CORP,"220,000.000","220,382.80"
NPSF10033002,759351604,REINSURANCE GROUP OF AMERICA I,"11,431.000","1,707,562.78"
NPSF10033002,759509102,RELIANCE STEEL & ALUMINUM CO,"12,925.000","993,157.00"
NPSF10030002,759916109,REPLIGEN CORP,"10,194.000","379,216.80"
NPSF20012002,760942BB7,URUGUAY GOVERNMENT INTERNATION,"40,000.000","43,240.00"
NPSF20015002,76113AAG6,RASC SERIES 2006-KS1 TR KS1 M1,"920,000.000","919,098.40"
LC1F10011002,76116A306,RESOLUTE ENERGY CORP,"2,300.000","69,069.00"
NPSF10018002,76116A306,RESOLUTE ENERGY CORP,"13,760.000","413,212.80"
NPSF20012002,76116EHL7,RESOLUTION FDG CORP STRIP,"900,000.000","659,250.00"
NPSF30018002,761713BB1,REYNOLDS AMERICAN INC,"110,000.000","135,199.90"
NPSF30018002,761713BE5,REYNOLDS AMERICAN INC,"54,000.000","55,369.98"
NPSF20012002,761713BF2,REYNOLDS AMERICAN INC,"60,000.000","63,228.60"
NPSF20015002,761713BF2,REYNOLDS AMERICAN INC,"250,000.000","263,452.50"
NPSF20012002,761713BT2,REYNOLDS AMERICAN INC,"203,000.000","225,543.15"
NPSF30018002,761735AD1,REYNOLDS GROUP ISSUER INC / RE,"77,776.260","79,817.89"
NPSF20011002,761735AD1,REYNOLDS GROUP ISSUER INC / RE,"385,640.600","395,763.67"
NPSF30018002,761735AT6,REYNOLDS GROUP ISSUER INC 144A,"40,000.000","41,644.00"
NPSF20011002,761735AT6,REYNOLDS GROUP ISSUER INC 144A,"500,000.000","520,550.00"
NPSF30018002,76173FAU1,REYNOLDS GROUP 1/17 (USD) TL,"78,796.650","79,239.49"
NPSF20011002,762760AB2,RICE ENERGY INC,"420,000.000","439,488.00"
NPSF20011002,762760AD8,RICE ENERGY INC,"240,000.000","258,350.40"
LC1F10028002,76680V108,RING ENERGY INC,"3,800.000","48,678.00"
NPSF10037002,76680V108,RING ENERGY INC,"52,400.000","671,244.00"
NPSF20011002,767744AA3,RITCHIE BROS AUCTIONEERS 144A,"320,000.000","336,800.00"
NPSF20011002,767754CG7,RITE AID CORP,"330,000.000","327,937.50"
NPSF20011002,767754CH5,RITE AID CORP 144A,"100,000.000","93,000.00"
NPSF30015002,771195104,ROCHE HOLDING AG,"134,080.000","3,875,582.40"
NPSF20012002,772739AL2,WESTROCK RKT CO,"22,000.000","23,910.48"
NPSF20011002,77340RAC1,ROCKIES EXPRESS PIPELINE 144A,"160,000.000","164,400.00"
NPSF20011002,77340RAK3,ROCKIES EXPRESS PIPELINE 144A,"300,000.000","318,000.00"
NPSF20011002,77340RAM9,ROCKIES EXPRESS PIPELINE 144A,"450,000.000","501,750.00"
NPSF20011002,77340RAP2,ROCKIES EXPRESS PIPELINE 144A,"310,000.000","320,850.00"
NPSF10034002,774341101,ROCKWELL COLLINS INC,0.247,33.49
LC1F20010002,774341AJ0,ROCKWELL COLLINS INC,"220,000.000","224,281.20"
NPSF10034002,775711104,ROLLINS INC,"13,972.000","613,510.52"
NPSF20011002,779382AP5,ROWAN COS INC,"430,000.000","405,275.00"
NPSF20011002,779382AR1,ROWAN COS INC,"445,000.000","394,937.50"
NPSF20011002,779382AS9,ROWAN COS INC,"340,000.000","273,700.00"
NPSF20012002,780097AW1,ROYAL BANK OF SCOTLAND GROUP P,"145,000.000","156,729.05"
NPSF30018002,780099CH8,ROYAL BANK OF SCOTLAND GROUP P,"1,030,000.000","1,102,120.60"
NPSF20012002,78010USN8,ROYAL BANK OF CANADA,"285,000.000","286,553.25"
NPSF20012002,78012KC62,ROYAL BANK OF CANADA,"210,000.000","210,485.10"
LC1F40020002,780259107,ROYAL DUTCH SHELL PLC,"5,743.000","375,362.48"
NPSF30015002,780259107,ROYAL DUTCH SHELL PLC,"71,700.000","4,686,312.00"
NPSF30017002,780259107,ROYAL DUTCH SHELL PLC,"70,354.000","4,598,337.44"
LC1F40020002,780259206,ROYAL DUTCH SHELL PLC,208.000,"13,110.24"
NPSF30017002,780259206,ROYAL DUTCH SHELL PLC,"2,550.000","160,726.50"
NPSF10034002,780287108,ROYAL GOLD INC,"9,420.000","792,316.20"
NPSF20015002,781172AB7,RUBY PIPELINE LLC 144A,"378,787.880","407,238.64"
LC1F10028002,781270103,RUDOLPH TECHNOLOGIES INC,"2,125.000","58,968.75"
NPSF10037002,781270103,RUDOLPH TECHNOLOGIES INC,"29,725.000","824,868.75"
LC1F10011002,781846209,RUSH ENTERPRISES INC,"5,520.000","280,305.60"
NPSF10018002,781846209,RUSH ENTERPRISES INC,"32,990.000","1,675,232.20"
LC1F10011002,783549108,RYDER SYSTEM INC,"3,880.000","314,590.40"
NPSF10033002,783549108,RYDER SYSTEM INC,"9,396.000","761,827.68"
NPSF10018002,783549108,RYDER SYSTEM INC,"23,180.000","1,879,434.40"
LC1F20010002,78355HJX8,RYDER SYSTEM INC,"280,000.000","282,018.80"
LC1F10029002,783859101,S&T BANCORP INC,"1,888.000","77,200.32"
NPSF10019002,783859101,S&T BANCORP INC,"19,861.000","812,116.29"
NPSF20011002,78388JAV8,SBA COMMUNICATIONS CORP,"260,000.000","267,150.00"
NPSF20011002,78410GAA2,SBA COMMUNICATIONS CORP 144A,"430,000.000","436,450.00"
NPSF10034002,784117103,SEI INVESTMENTS CO,"11,533.000","743,993.83"
NPSF10033002,784117103,SEI INVESTMENTS CO,"9,080.000","585,750.80"
NPSF20011002,78412FAP9,SESI LLC,"285,000.000","291,412.50"
NPSF20011002,78412FAS3,SESI LLC 144A,"580,000.000","600,300.00"
NPSF20015002,78413MAA6,SFAVE COMMERCIAL 5AVE A1 144A,"140,000.000","140,532.00"
LC1F10028002,78425V104,SI FINANCIAL GROUP INC,"1,400.000","21,000.00"
NPSF10037002,78425V104,SI FINANCIAL GROUP INC,"19,325.000","289,875.00"
NPSF30018002,78442FEH7,NAVIENT CORP,"200,000.000","207,500.00"
NPSF20011002,78442FEJ3,NAVIENT CORP,"890,000.000","981,225.00"
NPSF20011002,78442FER5,NAVIENT CORP,"145,000.000","149,531.25"
NPSF20015002,78442GJG2,SLM STUDENT LOAN T 10A A3 144A,"369,342.281","369,316.06"
NPSF20015002,78442GMR4,SLM STUDENT LOAN TRUST 200 8 B,"44,285.220","41,195.00"
NPSF20015002,78442GPR1,SLM STUDENT LOAN TRUST 20 5 A5,"350,000.000","345,107.00"
NPSF20015002,78442GRX6,SLM STUDENT LOAN TRUST 20 2 A6,"360,000.000","348,814.80"
LC1F10011002,78442P106,SLM CORP,"14,420.000","152,707.80"
NPSF10018002,78442P106,SLM CORP,"86,230.000","913,175.70"
NPSF10034002,78442P106,SLM CORP,"62,813.000","665,189.67"
NPSF30018002,78443CBV5,SLM PRIVATE CREDIT STUDEN A A4,"720,000.000","674,409.60"
NPSF20015002,78443HAF0,SLM STUDENT LOAN TRUST 20 8 A6,"360,000.000","342,932.40"
NPSF20015002,784442AD7,SLM STUDENT LOAN TRUST 200 2 B,"105,000.000","98,690.55"
NPSF20015002,78444CAD5,SLM STUDENT LOAN TRUST 20 6 A4,"353,792.150","353,930.13"
NPSF20015002,78444CAF0,SLM STUDENT LOAN TRUST 200 6 B,"72,801.240","68,725.10"
NPSF20015002,78444GAC8,SLM STUDENT LOAN TRUST 20 3 A3,"284,274.900","286,037.40"
NPSF20015002,78444GAD6,SLM STUDENT LOAN TRUST 200 3 B,"105,000.000","99,809.85"
NPSF20015002,78444YAE5,SLM STUDENT LOAN TRUST 200 5 B,"105,000.000","104,564.25"
NPSF20015002,78445AAE6,SLM STUDENT LOAN TRUST 200 4 B,"105,000.000","102,489.45"
NPSF20015002,78445CAE2,SLM STUDENT LOAN TRUST 200 6 B,"105,000.000","103,783.05"
NPSF20015002,78445FAE5,SLM STUDENT LOAN TRUST 200 7 B,"105,000.000","103,881.75"
NPSF20015002,78445GAE3,SLM STUDENT LOAN TRUST 200 8 B,"105,000.000","105,354.90"
NPSF20015002,78445JAB3,SLM STUDENT LOAN TRUST 200 9 B,"105,000.000","107,575.65"
NPSF20012002,78447FAA1,SLM PRIVATE EDUCATIO E A1 144A,0.010,0.01
NPSF20015002,78447KAC6,SLM STUDENT LOAN TRUST 20 7 A3,"325,000.000","320,970.00"
NPSF20015002,78448AAA1,SLM STUDENT LOAN TRUST 201 4 A,"151,135.790","152,148.40"
NPSF20012002,78448WAB1,SMB PRIVATE EDUCATI A A2A 144A,"180,000.000","180,867.60"
NPSF20012002,78449FAA9,SMB PRIVATE EDUCATIO A A1 144A,"42,185.510","42,216.31"
NPSF20012002,78449FAB7,SMB PRIVATE EDUCATI A A2A 144A,"100,000.000","100,074.00"
LC1F10029002,78454L100,SM ENERGY CO,"4,760.000","101,530.80"
NPSF10034002,78454L100,SM ENERGY CO,"6,912.000","147,432.96"
NPSF10033002,78454L100,SM ENERGY CO,"9,469.000","201,973.77"
NPSF10019002,78454L100,SM ENERGY CO,"50,076.000","1,068,121.08"
NPSF10033002,78486Q101,SVB FINANCIAL GROUP,"3,636.000","797,302.08"
NPSF10034002,78486Q101,SVB FINANCIAL GROUP,"4,682.000","1,026,668.96"
NPSF20011002,785592AE6,SABINE PASS LIQUEFACTION LLC,"1,400,000.000","1,518,664.00"
NPSF20012002,785592AH9,SABINE PASS LIQUEFACTION LLC,"120,000.000","135,106.80"
NPSF20012002,785592AJ5,SABINE PASS LIQUEFACTION LLC,"170,000.000","190,413.60"
